DIPUTACIONES LOCALES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2021 18:52 (UTC-5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'040376C0100,'040376C010003,'04,CAMPECHE,'019,019. HECELCHAKAN,'0376,1,C,0,2,3,,,,,1,2,1,32,16,22,40,14,34,27,2,22,43,5,39,,,,511,,,,,,,,,,,
'040376C0200,'040376C020003,'04,CAMPECHE,'019,019. HECELCHAKAN,'0376,2,C,0,2,3,,,,,1,2,1,7,49,34,6,7,49,47,2,31,41,47,28,,,,511,,,,,,,,,,,
'040377B0100,'040377B010003,'04,CAMPECHE,'019,019. HECELCHAKAN,'0377,1,B,0,1,3,,,,,1,2,1,7,4,15,19,43,47,36,15,30,34,23,49,,,,577,,,,,,,,,,,
'040377C0100,'040377C010003,'04,CAMPECHE,'019,019. HECELCHAKAN,'0377,1,C,0,1,3,,,,,1,2,1,42,30,3,38,35,37,2,42,7,47,18,17,,,,576,,,,,,,,,,,
'040378B0100,'040378B010003,'04,CAMPECHE,'019,019. HECELCHAKAN,'0378,1,B,0,1,3,,,,,1,2,1,12,21,49,26,15,18,38,8,23,18,22,49,,,,730,,,,,,,,,,,
'040378C0100,'040378C010003,'04,CAMPECHE,'019,019. HECELCHAKAN,'0378,1,C,0,1,3,,,,,1,2,1,40,13,15,26,22,36,2,6,1,25,11,35,,,,730,,,,,,,,,,,
'040379B0100,'040379B010003,'04,CAMPECHE,'019,019. HECELCHAKAN,'0379,1,B,0,2,3,,,,,1,2,1,23,38,20,8,36,47,5,48,6,18,38,18,,,,663,,,,,,,,,,,
'040379C0100,'040379C010003,'04,CAMPECHE,'019,019. HECELCHAKAN,'0379,1,C,0,2,3,,,,,1,2,1,35,33,34,44,4,29,10,27,11,18,36,30,,,,662,,,,,,,,,,,
'040380B0100,'040380B010003,'04,CAMPECHE,'019,019. HECELCHAKAN,'0380,1,B,0,2,3,,,,,1,2,1,24,41,23,36,35,29,26,37,4,12,8,16,,,,529,,,,,,,,,,,
'040380C0100,'040380C010003,'04,CAMPECHE,'019,019. HECELCHAKAN,'0380,1,C,0,2,3,,,,,1,2,1,18,5,17,45,23,7,33,42,32,28,28,32,,,,529,,,,,,,,,,,
'040380C0200,'040380C020003,'04,CAMPECHE,'019,019. HECELCHAKAN,'0380,2,C,0,2,3,,,,,1,2,1,41,7,17,4,29,20,22,1,9,32,32,42,,,,529,,,,,,,,,,,
'040381B0100,'040381B010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0381,1,B,0,2,3,,,,,1,2,1,4,13,30,44,13,47,5,10,3,45,1,34,,,,630,,,,,,,,,,,
'040381C0100,'040381C010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0381,1,C,0,2,3,,,,,1,2,1,39,9,48,17,43,1,39,40,16,2,46,39,,,,629,,,,,,,,,,,
'040381C0200,'040381C020003,'04,CAMPECHE,'018,018. HOPELCHEN,'0381,2,C,0,2,3,,,,,1,2,1,28,14,35,19,3,42,16,42,9,33,1,12,,,,629,,,,,,,,,,,
'040382B0100,'040382B010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0382,1,B,0,2,3,,,,,1,2,1,47,6,34,29,27,30,21,38,29,23,19,10,,,,636,,,,,,,,,,,
'040382C0100,'040382C010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0382,1,C,0,2,3,,,,,1,2,1,15,39,46,32,23,24,10,29,38,2,24,45,,,,636,,,,,,,,,,,
'040382C0200,'040382C020003,'04,CAMPECHE,'018,018. HOPELCHEN,'0382,2,C,0,2,3,,,,,1,2,1,47,10,16,27,30,27,21,49,17,29,28,20,,,,636,,,,,,,,,,,
'040382C0300,'040382C030003,'04,CAMPECHE,'018,018. HOPELCHEN,'0382,3,C,0,2,3,,,,,1,2,1,1,31,23,46,4,41,21,35,44,18,18,38,,,,636,,,,,,,,,,,
'040382C0400,'040382C040003,'04,CAMPECHE,'018,018. HOPELCHEN,'0382,4,C,0,2,3,,,,,1,2,1,19,38,48,7,4,31,16,8,24,38,2,24,,,,635,,,,,,,,,,,
'040383B0100,'040383B010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0383,1,B,0,1,3,,,,,1,2,1,11,30,2,24,31,40,16,49,49,5,34,10,,,,508,,,,,,,,,,,
'040383C0100,'040383C010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0383,1,C,0,1,3,,,,,1,2,1,39,10,26,47,26,30,45,32,21,29,42,30,,,,507,,,,,,,,,,,
'040384B0100,'040384B010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0384,1,B,0,1,3,,,,,1,2,1,35,17,13,47,21,25,44,1,29,1,5,9,,,,495,,,,,,,,,,,
'040384C0100,'040384C010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0384,1,C,0,1,3,,,,,1,2,1,25,3,30,19,21,12,49,31,46,48,39,37,,,,495,,,,,,,,,,,
'040385B0100,'040385B010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0385,1,B,0,2,3,,,,,1,2,1,10,24,49,3,1,15,40,1,39,5,10,32,,,,369,,,,,,,,,,,
'040386B0100,'040386B010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0386,1,B,0,2,3,,,,,1,2,1,22,25,31,12,34,43,11,39,32,8,47,25,,,,414,,,,,,,,,,,
'040387B0100,'040387B010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0387,1,B,0,2,3,,,,,1,2,1,10,11,38,27,17,16,14,24,44,26,15,23,,,,304,,,,,,,,,,,
'040388B0100,'040388B010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0388,1,B,0,1,3,,,,,1,2,1,4,39,42,43,37,24,2,49,44,28,26,1,,,,585,,,,,,,,,,,
'040388C0100,'040388C010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0388,1,C,0,1,3,,,,,1,2,1,22,31,15,46,37,37,36,30,49,18,37,43,,,,584,,,,,,,,,,,
'040388C0200,'040388C020003,'04,CAMPECHE,'018,018. HOPELCHEN,'0388,2,C,0,1,3,,,,,1,2,1,21,18,23,17,34,23,21,4,3,22,46,9,,,,584,,,,,,,,,,,
'040388C0300,'040388C030003,'04,CAMPECHE,'018,018. HOPELCHEN,'0388,3,C,0,1,3,,,,,1,2,1,37,8,38,7,31,34,37,32,14,28,2,22,,,,584,,,,,,,,,,,
'040389B0100,'040389B010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0389,1,B,0,2,3,,,,,1,2,1,25,4,30,7,1,33,30,5,47,36,40,35,,,,574,,,,,,,,,,,
'040389C0100,'040389C010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0389,1,C,0,2,3,,,,,1,2,1,38,4,21,2,42,28,46,48,15,17,34,42,,,,574,,,,,,,,,,,
'040390B0100,'040390B010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0390,1,B,0,2,3,,,,,1,2,1,6,49,42,12,48,19,31,27,17,2,43,2,,,,357,,,,,,,,,,,
'040391B0100,'040391B010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0391,1,B,0,2,3,,,,,1,2,1,6,12,47,29,25,14,3,18,2,39,11,46,,,,341,,,,,,,,,,,
'040392B0100,'040392B010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0392,1,B,0,2,3,,,,,1,2,1,27,17,8,15,22,12,17,3,49,42,41,2,,,,193,,,,,,,,,,,
'040393B0100,'040393B010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0393,1,B,0,2,3,,,,,1,2,1,10,40,34,29,18,10,5,22,29,30,4,21,,,,157,,,,,,,,,,,
'040394B0100,'040394B010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0394,1,B,0,2,3,,,,,1,2,1,35,26,25,39,23,6,43,36,24,43,45,35,,,,384,,,,,,,,,,,
'040394C0100,'040394C010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0394,1,C,0,2,3,,,,,1,2,1,20,30,34,30,33,27,23,30,26,29,12,45,,,,384,,,,,,,,,,,
'040395B0100,'040395B010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0395,1,B,0,2,3,,,,,1,2,1,32,7,12,2,15,13,40,46,45,19,25,2,,,,456,,,,,,,,,,,
'040395C0100,'040395C010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0395,1,C,0,2,3,,,,,1,2,1,11,20,23,20,32,19,22,16,3,11,46,22,,,,456,,,,,,,,,,,
'040396B0100,'040396B010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0396,1,B,0,2,3,,,,,1,2,1,18,33,38,16,3,37,42,5,1,27,43,28,,,,523,,,,,,,,,,,
'040397B0100,'040397B010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0397,1,B,0,2,3,,,,,1,2,1,34,44,7,45,32,5,7,30,48,18,34,28,,,,648,,,,,,,,,,,
'040398B0100,'040398B010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0398,1,B,0,2,3,,,,,1,2,1,2,23,22,17,48,11,2,35,42,2,19,41,,,,401,,,,,,,,,,,
'040398C0100,'040398C010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0398,1,C,0,2,3,,,,,1,2,1,18,10,18,21,25,22,20,23,21,10,4,15,,,,401,,,,,,,,,,,
'040399B0100,'040399B010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0399,1,B,0,2,3,,,,,1,2,1,11,1,7,39,23,23,28,18,1,36,32,44,,,,493,,,,,,,,,,,
'040400B0100,'040400B010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0400,1,B,0,2,3,,,,,1,2,1,19,30,43,20,47,19,30,40,2,49,11,3,,,,646,,,,,,,,,,,
'040400C0100,'040400C010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0400,1,C,0,2,3,,,,,1,2,1,18,48,1,33,31,10,28,21,39,47,2,26,,,,646,,,,,,,,,,,
'040401B0100,'040401B010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0401,1,B,0,1,3,,,,,1,2,1,32,45,40,31,28,4,7,28,42,5,35,19,,,,634,,,,,,,,,,,
'040401C0100,'040401C010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0401,1,C,0,1,3,,,,,1,2,1,9,49,46,8,35,21,11,12,17,23,1,7,,,,634,,,,,,,,,,,
'040402B0100,'040402B010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0402,1,B,0,2,3,,,,,1,2,1,5,12,41,42,39,42,28,19,27,5,39,25,,,,749,,,,,,,,,,,
'040403B0100,'040403B010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0403,1,B,0,2,3,,,,,1,2,1,1,46,38,16,28,37,18,46,15,35,24,43,,,,688,,,,,,,,,,,
'040403C0100,'040403C010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0403,1,C,0,2,3,,,,,1,2,1,27,47,8,23,3,29,12,34,20,36,15,42,,,,688,,,,,,,,,,,
'040404B0100,'040404B010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0404,1,B,0,2,3,,,,,1,2,1,10,44,12,26,27,45,48,41,46,17,37,37,,,,412,,,,,,,,,,,
'040404C0100,'040404C010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0404,1,C,0,2,3,,,,,1,2,1,7,19,19,27,6,28,26,26,38,8,5,22,,,,412,,,,,,,,,,,
'040405B0100,'040405B010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0405,1,B,0,2,3,,,,,1,2,1,38,32,7,29,12,26,43,31,46,31,7,40,,,,744,,,,,,,,,,,
'040406B0100,'040406B010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0406,1,B,0,2,3,,,,,1,2,1,45,13,14,5,28,12,8,48,29,4,2,45,,,,602,,,,,,,,,,,
'040407B0100,'040407B010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0407,1,B,0,2,3,,,,,1,2,1,9,29,9,28,21,13,45,16,16,43,29,15,,,,412,,,,,,,,,,,
'040407C0100,'040407C010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0407,1,C,0,2,3,,,,,1,2,1,20,1,15,36,21,42,47,45,41,21,32,43,,,,412,,,,,,,,,,,
'040408B0100,'040408B010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0408,1,B,0,2,3,,,,,1,2,1,15,11,40,35,37,17,6,3,24,19,47,42,,,,510,,,,,,,,,,,
'040409B0100,'040409B010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0409,1,B,0,2,3,,,,,1,2,1,45,17,43,16,20,25,1,44,49,45,1,36,,,,447,,,,,,,,,,,
'040409C0100,'040409C010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0409,1,C,0,2,3,,,,,1,2,1,41,4,27,44,22,1,3,5,29,17,1,15,,,,446,,,,,,,,,,,
'040410B0100,'040410B010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0410,1,B,0,2,3,,,,,1,2,1,16,27,25,49,5,2,42,9,45,14,11,23,,,,523,,,,,,,,,,,
'040410C0100,'040410C010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0410,1,C,0,2,3,,,,,1,2,1,28,44,16,46,3,27,21,20,18,25,49,33,,,,523,,,,,,,,,,,
'040410C0200,'040410C020003,'04,CAMPECHE,'018,018. HOPELCHEN,'0410,2,C,0,2,3,,,,,1,2,1,16,20,28,4,28,41,14,23,40,27,32,16,,,,522,,,,,,,,,,,
'040411B0100,'040411B010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0411,1,B,0,2,3,,,,,1,2,1,40,21,10,40,13,33,47,24,44,45,38,33,,,,330,,,,,,,,,,,
'040411E0100,'040411E010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0411,1,E,0,2,3,,,,,1,2,1,32,37,17,28,37,26,22,40,30,14,19,42,,,,537,,,,,,,,,,,
'040412B0100,'040412B010003,'04,CAMPECHE,'018,018. HOPELCHEN,'0412,1,B,0,2,3,,,,,1,2,1,6,20,42,11,40,45,24,28,2,6,27,16,,,,356,,,,,,,,,,,
'040413B0100,'040413B010003,'04,CAMPECHE,'021,021. XPUJIL,'0413,1,B,0,2,3,,,,,1,2,1,17,47,44,17,14,5,39,43,36,47,4,16,,,,146,,,,,,,,,,,
'040414B0100,'040414B010003,'04,CAMPECHE,'021,021. XPUJIL,'0414,1,B,0,2,3,,,,,1,2,1,2,21,8,6,18,32,30,21,17,17,28,27,,,,279,,,,,,,,,,,
'040415B0100,'040415B010003,'04,CAMPECHE,'021,021. XPUJIL,'0415,1,B,0,2,3,,,,,1,2,1,20,19,19,25,47,32,39,11,28,34,23,32,,,,416,,,,,,,,,,,
'040415C0100,'040415C010003,'04,CAMPECHE,'021,021. XPUJIL,'0415,1,C,0,2,3,,,,,1,2,1,10,46,43,41,7,16,27,27,3,36,17,38,,,,415,,,,,,,,,,,
'040415E0100,'040415E010003,'04,CAMPECHE,'021,021. XPUJIL,'0415,1,E,0,2,3,,,,,1,2,1,16,27,23,10,43,47,7,10,11,48,23,28,,,,495,,,,,,,,,,,
'040415E0101,'040415E010103,'04,CAMPECHE,'021,021. XPUJIL,'0415,1,E,1,2,3,,,,,1,2,1,35,12,46,38,3,4,37,37,41,16,48,38,,,,495,,,,,,,,,,,
'040416B0100,'040416B010003,'04,CAMPECHE,'021,021. XPUJIL,'0416,1,B,0,2,3,,,,,1,2,1,7,34,19,6,5,49,9,26,2,41,21,37,,,,215,,,,,,,,,,,
'040417B0100,'040417B010003,'04,CAMPECHE,'021,021. XPUJIL,'0417,1,B,0,2,3,,,,,1,2,1,28,21,39,46,22,25,15,34,38,27,9,21,,,,686,,,,,,,,,,,
'040417C0100,'040417C010003,'04,CAMPECHE,'021,021. XPUJIL,'0417,1,C,0,2,3,,,,,1,2,1,37,48,6,10,23,44,14,44,24,16,3,19,,,,686,,,,,,,,,,,
'040417C0200,'040417C020003,'04,CAMPECHE,'021,021. XPUJIL,'0417,2,C,0,2,3,,,,,1,2,1,49,8,12,13,21,30,49,12,23,28,18,46,,,,686,,,,,,,,,,,
'040417C0300,'040417C030003,'04,CAMPECHE,'021,021. XPUJIL,'0417,3,C,0,2,3,,,,,1,2,1,17,24,21,2,8,33,34,5,25,25,41,41,,,,686,,,,,,,,,,,
'040417C0400,'040417C040003,'04,CAMPECHE,'021,021. XPUJIL,'0417,4,C,0,2,3,,,,,1,2,1,17,29,13,46,29,24,38,7,21,3,37,41,,,,686,,,,,,,,,,,
'040417C0500,'040417C050003,'04,CAMPECHE,'021,021. XPUJIL,'0417,5,C,0,2,3,,,,,1,2,1,41,2,28,46,17,38,25,25,21,9,41,49,,,,686,,,,,,,,,,,
'040417E0100,'040417E010003,'04,CAMPECHE,'021,021. XPUJIL,'0417,1,E,0,2,3,,,,,1,2,1,33,8,22,5,39,16,45,25,25,41,15,19,,,,384,,,,,,,,,,,
'040418B0100,'040418B010003,'04,CAMPECHE,'021,021. XPUJIL,'0418,1,B,0,2,3,,,,,1,2,1,3,37,7,39,45,8,10,35,21,17,17,47,,,,149,,,,,,,,,,,
'040419B0100,'040419B010003,'04,CAMPECHE,'021,021. XPUJIL,'0419,1,B,0,2,3,,,,,1,2,1,39,41,38,38,10,32,40,24,12,29,12,11,,,,385,,,,,,,,,,,
'040420B0100,'040420B010003,'04,CAMPECHE,'021,021. XPUJIL,'0420,1,B,0,2,3,,,,,1,2,1,10,6,48,32,49,3,14,26,25,17,10,9,,,,272,,,,,,,,,,,
'040421B0100,'040421B010003,'04,CAMPECHE,'021,021. XPUJIL,'0421,1,B,0,2,3,,,,,1,2,1,5,43,36,49,35,48,34,17,39,9,48,49,,,,611,,,,,,,,,,,
'040421C0100,'040421C010003,'04,CAMPECHE,'021,021. XPUJIL,'0421,1,C,0,2,3,,,,,1,2,1,29,1,10,25,40,46,13,23,35,34,3,7,,,,611,,,,,,,,,,,
'040421C0200,'040421C020003,'04,CAMPECHE,'021,021. XPUJIL,'0421,2,C,0,2,3,,,,,1,2,1,27,46,7,42,11,40,2,17,39,23,15,21,,,,611,,,,,,,,,,,
'040422B0100,'040422B010003,'04,CAMPECHE,'021,021. XPUJIL,'0422,1,B,0,2,3,,,,,1,2,1,10,49,46,19,9,29,15,15,43,1,5,34,,,,468,,,,,,,,,,,
'040422C0100,'040422C010003,'04,CAMPECHE,'021,021. XPUJIL,'0422,1,C,0,2,3,,,,,1,2,1,7,40,29,15,4,41,15,10,3,2,20,10,,,,467,,,,,,,,,,,
'040423B0100,'040423B010003,'04,CAMPECHE,'021,021. XPUJIL,'0423,1,B,0,2,3,,,,,1,2,1,10,18,18,9,29,49,22,28,42,3,49,11,,,,250,,,,,,,,,,,
'040424B0100,'040424B010003,'04,CAMPECHE,'021,021. XPUJIL,'0424,1,B,0,2,3,,,,,1,2,1,34,38,11,11,23,1,3,23,17,26,46,31,,,,415,,,,,,,,,,,
'040425B0100,'040425B010003,'04,CAMPECHE,'021,021. XPUJIL,'0425,1,B,0,2,3,,,,,1,2,1,2,44,32,21,9,22,45,14,41,15,23,20,,,,602,,,,,,,,,,,
'040425C0100,'040425C010003,'04,CAMPECHE,'021,021. XPUJIL,'0425,1,C,0,2,3,,,,,1,2,1,37,6,26,32,35,1,1,19,44,27,9,42,,,,602,,,,,,,,,,,
'040426B0100,'040426B010003,'04,CAMPECHE,'021,021. XPUJIL,'0426,1,B,0,2,3,,,,,1,2,1,47,13,33,22,34,36,43,23,35,4,28,9,,,,578,,,,,,,,,,,
'040426E0100,'040426E010003,'04,CAMPECHE,'021,021. XPUJIL,'0426,1,E,0,2,3,,,,,1,2,1,10,23,11,30,21,24,28,17,43,11,30,6,,,,576,,,,,,,,,,,
'040426E0101,'040426E010103,'04,CAMPECHE,'021,021. XPUJIL,'0426,1,E,1,2,3,,,,,1,2,1,34,15,7,20,39,47,37,25,28,38,48,1,,,,576,,,,,,,,,,,
'040426E0102,'040426E010203,'04,CAMPECHE,'021,021. XPUJIL,'0426,1,E,2,2,3,,,,,1,2,1,24,15,43,1,17,43,22,7,13,39,34,25,,,,576,,,,,,,,,,,
'040427B0100,'040427B010003,'04,CAMPECHE,'021,021. XPUJIL,'0427,1,B,0,2,3,,,,,1,2,1,26,21,35,26,46,19,26,1,25,27,2,38,,,,546,,,,,,,,,,,
'040427C0100,'040427C010003,'04,CAMPECHE,'021,021. XPUJIL,'0427,1,C,0,2,3,,,,,1,2,1,21,22,10,29,27,31,39,4,8,34,45,44,,,,546,,,,,,,,,,,
'040427C0200,'040427C020003,'04,CAMPECHE,'021,021. XPUJIL,'0427,2,C,0,2,3,,,,,1,2,1,40,44,47,1,5,9,37,20,45,20,6,36,,,,545,,,,,,,,,,,
'040440B0100,'040440B010003,'04,CAMPECHE,'007,007. TENABO,'0440,1,B,0,2,3,,,,,1,2,1,47,14,30,1,37,31,45,14,26,23,31,44,,,,539,,,,,,,,,,,
'040440C0100,'040440C010003,'04,CAMPECHE,'007,007. TENABO,'0440,1,C,0,2,3,,,,,1,2,1,4,46,22,18,34,32,17,10,32,10,16,27,,,,539,,,,,,,,,,,
'040440C0200,'040440C020003,'04,CAMPECHE,'007,007. TENABO,'0440,2,C,0,2,3,,,,,1,2,1,30,46,19,36,12,1,45,33,14,6,15,44,,,,538,,,,,,,,,,,
'040441B0100,'040441B010003,'04,CAMPECHE,'007,007. TENABO,'0441,1,B,0,1,3,,,,,1,2,1,1,18,19,11,23,6,5,36,26,4,15,16,,,,580,,,,,,,,,,,
'040441C0100,'040441C010003,'04,CAMPECHE,'007,007. TENABO,'0441,1,C,0,1,3,,,,,1,2,1,7,9,32,23,8,6,25,25,11,6,33,42,,,,580,,,,,,,,,,,
'040441C0200,'040441C020003,'04,CAMPECHE,'007,007. TENABO,'0441,2,C,0,1,3,,,,,1,2,1,49,39,1,11,15,8,18,9,2,24,33,34,,,,580,,,,,,,,,,,
'040442B0100,'040442B010003,'04,CAMPECHE,'007,007. TENABO,'0442,1,B,0,1,3,,,,,1,2,1,3,30,22,22,27,47,31,7,47,25,8,25,,,,575,,,,,,,,,,,
'040442C0100,'040442C010003,'04,CAMPECHE,'007,007. TENABO,'0442,1,C,0,1,3,,,,,1,2,1,38,26,47,41,2,6,42,47,28,42,37,19,,,,575,,,,,,,,,,,
'040442C0200,'040442C020003,'04,CAMPECHE,'007,007. TENABO,'0442,2,C,0,1,3,,,,,1,2,1,22,24,39,44,25,24,43,27,9,10,24,23,,,,575,,,,,,,,,,,
'040443B0100,'040443B010003,'04,CAMPECHE,'007,007. TENABO,'0443,1,B,0,2,3,,,,,1,2,1,19,45,11,13,42,17,28,29,41,34,18,20,,,,569,,,,,,,,,,,
'040443C0100,'040443C010003,'04,CAMPECHE,'007,007. TENABO,'0443,1,C,0,2,3,,,,,1,2,1,49,36,14,20,30,18,22,13,36,21,37,11,,,,568,,,,,,,,,,,
'040443C0200,'040443C020003,'04,CAMPECHE,'007,007. TENABO,'0443,2,C,0,2,3,,,,,1,2,1,33,23,39,7,30,46,24,14,28,17,38,23,,,,568,,,,,,,,,,,
'040444B0100,'040444B010003,'04,CAMPECHE,'007,007. TENABO,'0444,1,B,0,2,3,,,,,1,2,1,19,16,14,10,25,43,7,33,32,17,47,22,,,,186,,,,,,,,,,,
'040445B0100,'040445B010003,'04,CAMPECHE,'007,007. TENABO,'0445,1,B,0,2,3,,,,,1,2,1,32,6,37,5,5,34,3,27,3,11,47,24,,,,499,,,,,,,,,,,
'040445C0100,'040445C010003,'04,CAMPECHE,'007,007. TENABO,'0445,1,C,0,2,3,,,,,1,2,1,10,28,2,37,30,17,12,1,33,49,15,28,,,,499,,,,,,,,,,,
'040446B0100,'040446B010003,'04,CAMPECHE,'007,007. TENABO,'0446,1,B,0,2,3,,,,,1,2,1,30,20,43,17,5,28,16,6,10,43,32,10,,,,116,,,,,,,,,,,
'040447B0100,'040447B010003,'04,CAMPECHE,'007,007. TENABO,'0447,1,B,0,2,3,,,,,1,2,1,26,44,26,31,1,33,4,17,15,30,14,42,,,,427,,,,,,,,,,,
'040183B0100,'040183B010003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0183,1,B,0,1,3,,,,,1,2,1,47,19,21,30,41,3,30,5,2,8,41,23,,,,699,,,,,,,,,,,
'040183C0100,'040183C010003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0183,1,C,0,1,3,,,,,1,2,1,42,17,28,16,28,2,44,35,21,35,45,31,,,,699,,,,,,,,,,,
'040183C0200,'040183C020003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0183,2,C,0,1,3,,,,,1,2,1,30,11,40,34,9,19,49,43,36,20,27,49,,,,699,,,,,,,,,,,
'040183C0300,'040183C030003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0183,3,C,0,1,3,,,,,1,2,1,19,27,38,5,3,29,4,14,35,23,3,15,,,,699,,,,,,,,,,,
'040183C0400,'040183C040003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0183,4,C,0,1,3,,,,,1,2,1,25,31,39,2,38,24,28,41,46,9,41,14,,,,699,,,,,,,,,,,
'040183C0500,'040183C050003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0183,5,C,0,1,3,,,,,1,2,1,3,34,3,9,19,5,1,35,10,19,36,14,,,,699,,,,,,,,,,,
'040183C0600,'040183C060003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0183,6,C,0,1,3,,,,,1,2,1,12,35,30,3,47,46,22,11,40,20,17,17,,,,698,,,,,,,,,,,
'040183C0700,'040183C070003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0183,7,C,0,1,3,,,,,1,2,1,47,32,10,5,29,5,12,30,48,4,48,14,,,,698,,,,,,,,,,,
'040184B0100,'040184B010003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0184,1,B,0,1,3,,,,,1,2,1,34,7,39,41,42,20,28,40,25,42,12,36,,,,709,,,,,,,,,,,
'040184C0100,'040184C010003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0184,1,C,0,1,3,,,,,1,2,1,33,29,47,17,5,12,33,44,20,17,3,5,,,,709,,,,,,,,,,,
'040184C0200,'040184C020003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0184,2,C,0,1,3,,,,,1,2,1,40,48,7,19,46,49,4,35,14,39,32,19,,,,709,,,,,,,,,,,
'040184C0300,'040184C030003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0184,3,C,0,1,3,,,,,1,2,1,10,43,13,20,12,23,48,15,40,15,12,40,,,,709,,,,,,,,,,,
'040184C0400,'040184C040003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0184,4,C,0,1,3,,,,,1,2,1,20,27,41,47,24,22,1,41,35,14,38,39,,,,709,,,,,,,,,,,
'040184C0500,'040184C050003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0184,5,C,0,1,3,,,,,1,2,1,42,9,9,39,45,48,24,24,43,4,15,11,,,,709,,,,,,,,,,,
'040184C0600,'040184C060003,'04,CAMPECHE,'010,010. CIUDAD DEL CARMEN,'0184,6,C,0,1,3,,,,,1,2,1,14,17,16,16,44,21,14,21,33,47,39,8,,,,708,,,,,,,,,,,
